area,tag,bv_id,time,title,duration,view,danmaku,reply,favorite,coin,share,like,author_uid,author_name,author_follower,width,height,landscape
家居房产,"生活改造计划·第二期,生活改造计划,家装,家居,装修,老房改造,装修设计",BV1Sq4y1e7Nb,2022-03-18 21:40:50,现在谁家还是这种老式“煤气罐”？！危险还费钱，别再用啦！,42,373871,48,475,442,23,49,14751,362866586,铁锤行动,192411,720,1280,Y
家居房产,"改造,房子,室内设计,家装,二手房,改造前后，判若两屋,生活改造计划·第二期",BV1Uq4y1v7hM,2022-03-24 16:15:09,老房变身童话小屋！！爆改二手房！！！极繁主义爱好者的天堂，色彩控和极繁主义的家,156,367055,388,502,6905,351,906,38161,1731859474,梁皮皮的童话屋,1456,1080,1440,Y
日常,锦鲤,BV1su411e77y,2022-04-06 15:11:15,老人将锦鲤养成“猪” 最大的30斤重：曾是村里的养猪能手,13,5218795,35207,7170,45574,5721,24760,501180,590804848,直播日照,32410,1080,1920,Y
日常,哥哥,BV1T94y1Z7tc,2022-04-05 17:48:00,又开始心疼哥哥了～,15,2365125,1640,1659,5958,1620,8836,143350,1707720423,悦悦大叔i,271590,1080,1440,Y
日常,"生活,搞笑,日常,挑战,美食,外卖,VLOG,辣子鸡,黄焖鸡,外卖员",BV1jL4y1j7rL,2022-04-07 18:11:25,史上最难送的外卖！短短500米，我却花了整整3小时！,1000,2146601,12862,3558,38661,202055,4605,229860,99157282,盗月社食遇记,6691346,1920,1080,N
日常,"游戏,搞笑,比赛,趣味",BV1gY411E7g6,2022-04-05 12:20:53,紧张刺激的轮流倒水比赛，水溢出杯子就输了,123,2109863,906,714,12550,323,2392,149033,412719797,YouTube精彩视频-,1201884,576,1024,Y
日常,"吐槽,灵魂,高能,大爷,隔空,喊话,扎心,扎堆",BV1PY4y1i7Ba,2022-04-06 11:07:00,小伙隔空灵魂喊话小区内遛弯扎堆的大爷，真的是句句扎心,18,1723024,313,520,5712,110,788,146472,2062899106,芳华20,614,1080,1920,Y
日常,"杭州,公寓,房地产,买房,网红,看房",BV1SY4y1v7Mr,2022-04-06 12:12:40,探访亚洲最大单体公寓，杭州网红聚集地,954,1694554,9639,3848,6610,4036,7737,47100,35847683,峰哥亡命天涯,1171734,1920,1080,N
日常,"科学小实验,生活小妙招,星计划,我在B站做UP主",BV1ra41147JF,2022-04-05 17:00:00,免洗洗手液，真的能点燃火柴？熄灭的火柴放水里，就能变成果汁？,187,1628739,196,63,9114,1344,1,3007,403955212,秋刀鱼的快乐生活,9889,1920,1080,N
日常,"生活,监控,互联网,记录,涨姿势,实用,涨知识,必剪创作",BV1yF41137Xk,2022-04-06 19:24:34,好家伙！,21,1558920,218,996,93019,6137,4848,91470,1657130577,涨点儿知识,165649,1080,1920,Y
日常,"兰亭序,4k,云堇,原神UP主激励计划,河野华,我今天出cos了！,原神2.6破次元",BV1c5411U7mF,2022-04-06 20:30:27,喜欢云堇，这拦不住的 4K,118,1488843,2031,3766,43173,56996,9392,150375,18343098,河野华,625310,3840,2160,N
日常,"老公,工作,老板,职场,创业",BV1Jq4y1a7ZN,2022-04-06 14:07:47,老公月薪20W,196,1422461,3786,2683,7853,524,3967,37607,222848617,环球w瞭望,5249,720,960,Y
日常,不发火植愈指南,BV1s5411D7uM,2022-04-07 15:51:40,【于贞X悦木之源】新歌发布！用音乐，希望好地球永远不发火！,36,1415112,33,78,572,308,99,5186,49648241,哔哩哔哩广告娘,150188,568,320,N
日常,"生活,日常,VLOG,沉浸式,生活记录,记录生活的美好幸福时刻,跟着UP主创作吧（第三期）",BV1244y1V7oT,2022-04-08 18:20:53,沉浸式体验已婚男人的上午,118,1303909,919,1978,9268,2387,19000,107752,341354077,淦淦惹,199869,1080,1920,Y
日常,"事故,现场,路虎,正能量,消防员,消防车",BV1d3411H72T,2022-04-06 22:53:04,路虎堵住消防通道消防车提醒无果撞开！路人：救火重要！,17,1243535,575,1468,3018,145,208,103188,1085380720,第一视察,10543,720,1280,Y
日常,"白银,变废为宝,铂金,贵金属,电子垃圾提炼黄金,铂铑丝,钯碳催化剂,大厨炼金记,工业废料提金",BV1wS4y1P7WK,2022-04-06 21:17:30,老铁几十W的金子炼出来了，全是彼此满满的信任啊！,63,1217027,147,396,2111,351,108,52949,1138721507,炼金大厨来了,216207,1920,1080,N
日常,"可爱,加拿大,记录,生活记录,疫情,疫情生活记录,必剪春季踏青计划",BV1NT4y1Y73G,2022-04-06 12:04:30,加拿大天天喊着与病毒共存，这下好了我和病毒同居了,100,1183793,945,1817,4243,437,1440,114533,1289012110,行走的大大大羊腿,374383,1080,1920,Y
日常,"励志,打工,创业,VLOG,生活记录,我在B站做UP主,一起记录2022",BV1DS4y117En,2022-04-07 17:37:41,2008年-2022年，打工仔，摆摊、厨子…平凡14年没有停止过奔跑！,112,1164570,448,2281,7072,26717,1666,86807,454958604,米梦杰,323222,1320,1080,N
日常,"自制,反转,记录,VLOG,王稳健,蜜雪冰城",BV1nY4y1H74Y,2022-04-09 01:21:08,蜜雪冰城雇童工出现反转？,146,1144188,1106,7228,7000,7685,2337,113420,10032675,毕竟王稳健,456759,1080,1920,Y
日常,"生活,墨西哥,物价,街访,歪果仁,VLOG",BV1iY4y1W75B,2022-04-08 11:30:00,在墨西哥富人区街采，这里中上产阶级生活怎样？,377,1118343,6037,3257,4254,11640,1407,93401,176037767,我是郭杰瑞,7093414,1920,1080,N
日常,"生活,情感,小视频,大司马",BV1sF41137z3,2022-04-06 15:13:37,你对成功的定义是什么？,62,1100584,772,1450,10066,4506,1812,77275,244144308,大司马工作室,1580353,1080,1920,Y
日常,"生活,自由,平等,peacemaker",BV1ST4y1e7o8,2022-04-05 19:00:00,建议把诺贝尔和平奖颁给他,85,1093330,412,2941,21021,2822,6568,106944,25623387,任性的KIMKILLS,1421004,544,816,Y
日常,"爱情,现状,情感,婚姻,年代,打卡挑战",BV1AY411E7K2,2022-04-06 14:12:54,各年代婚姻现状,15,1059827,278,1160,5292,88,1418,112227,481492683,沙漠荒芜之彼岸,1852,1080,1920,Y
日常,"上海,游戏,生活,手机游戏,新闻,明日方舟,鹰角网络,明日方舟终末地",BV1nZ4y1U7mk,2022-04-07 14:12:46,鹰角上新闻了？！,183,1049139,1966,2333,10808,4083,23441,66374,44491772,BartUriah,161,1280,716,N
日常,"生活,搞笑,记录,情感,情侣,社死,春日好生活",BV1jZ4y1U7fz,2022-04-07 17:50:00,社死！女友陪我去看男科，我被老教授盘了5分钟！！,472,1037791,3513,1902,4207,28337,9680,62051,2072577982,卑鄙的老曹,453013,1920,1080,N
日常,"可爱,正能量,情感,消防员,安全感,紧急呼救",BV1t5411D7dD,2022-04-06 22:51:26,银行小姐姐手被点钞机卡住紧紧抱住消防员求安慰！网友：蓝朋友给的安全感！,11,928954,137,484,2042,43,324,62865,1085380720,第一视察,10543,1080,1920,Y
日常,"生活,记录,纪实,真实事件,纪录片解说",BV14L4y1j7UY,2022-04-05 19:20:43,丈夫去世两年后贷了款，妻子：人都火化了，你们去地府要的签名？,371,925764,2270,2705,2051,1548,2359,20030,1760672075,暖暖人间爱,188,1920,1080,N
日常,"自制,生活,搞笑,学习,记录,情侣,VLOG",BV1Jq4y1a7Xg,2022-04-05 19:34:27,女朋友来姨妈嫌我烦 竟然有让我出去呆着这种好事！！！？,56,918233,156,331,1653,376,1120,65761,313824859,地位极高硬气鑫,589524,1080,1920,Y
日常,"韩国,上海,开放,共存,疫情,新冠",BV1AY4y1i77Q,2022-04-05 12:20:17,韩国躺平悲剧正上演：想共存，就要有跟父母告别的勇气,428,877028,6367,3859,4206,4204,4306,49823,97077404,留学生日报,1277810,3840,2160,N
日常,"萌娃,生活记录,打卡挑战",BV1pF41137DF,2022-04-06 08:43:15,半夜来急诊，没想到2岁的娃竟说出这话……,137,862959,877,1237,5166,3249,3120,69916,325399211,小蘑菇,114443,576,1024,Y
日常,我在B站做UP主,BV1h34y1x7AD,2022-04-06 18:23:08,一辈子的阴影！我被一个恶心男人猥亵了！,495,831024,6206,5497,9704,20389,3458,80676,406745134,阿银哦哦,1322883,1920,1080,N
日常,"现场,凤凰传奇,校园整活大王",BV1wT4y1Y76k,2022-04-05 23:07:59,还得是凤凰传奇啊,52,820539,430,1660,6100,2991,4640,51052,417442574,熟睡的孩子啊,58,2400,1080,N
日常,"感动,宝宝,真实,情感,剖腹产,记录生活的美好幸福时刻,跟着UP主创作吧（第三期）",BV1gL4y1j7uC,2022-04-05 23:57:55,我都没哭你还哭！90后妈妈见到刚出生孩子时反应太真实：早饭没吃都赖你！,59,740716,110,572,1082,55,702,44357,552482664,青龙视讯,3197,1920,1080,N
日常,"生活,搞笑,男子,奇葩,催收",BV1Z44y1G7mS,2022-04-08 12:05:18,男子网贷六百应急，到手只有六块，催收自己都笑了，爆笑！,104,736258,167,1258,496,53,375,11842,1831463858,谁等谁的人,350,1280,720,N
日常,"挑战,早睡早起,自律,熬夜,vlog,记录生活的美好幸福时刻,跟着UP主创作吧（第三期）",BV1vS4y1P77L,2022-04-09 16:20:00,连续熬夜了十年，现在开始早睡早起，还来得及吗？,574,737265,1987,2478,13394,16249,4988,41724,283753310,notyour_kei,1048140,1920,1080,N
日常,"青年,记录,深圳,真实故事",BV1KY4y1W71F,2022-04-06 11:55:00,“23岁嫁给大10岁的他，婚前被宠成公主，婚后一切都幻灭了”,530,730248,4962,2898,3148,762,2385,9938,524930260,二狗单身青年故事计划,135216,1920,1080,N
日常,"万恶之源,生活,日常,人性,出轨,道德,必剪创作,春日种草游园会,幸福生活研究所",BV1RP4y1K7ob,2022-04-06 11:15:47,【后续】父亲出轨多年，还回来道德绑架！,269,674366,2830,3375,13552,47201,615,94314,436839123,邵林一,484209,2160,1080,N
日常,"自制,生活,搞笑,学习,记录,情侣,VLOG",BV13Y4y1i7x9,2022-04-06 17:00:00,家庭地位这块 还得是我拿捏她！,53,658407,146,309,1100,227,537,42501,313824859,地位极高硬气鑫,589526,1080,1920,Y
日常,"生活,清道夫,入侵物种,打卡挑战",BV1zS4y117Gy,2022-04-08 10:00:00,清道夫用干净水就死，我也不想啊，它体质太弱了,157,642648,513,646,1245,1613,178,26925,24740162,鄙人汪谋,36110,1920,1080,N
日常,"搞笑,日常,校园,高能,大学生,记录,搞笑视频,有趣,沙雕,迷惑行为",BV1Y34y1x7WZ,2022-04-05 12:00:00,封校状态下的大学生,356,641385,2377,1428,12190,1344,20198,46449,3107068,快乐源泉bot,550285,1080,1920,Y
日常,小视频,BV1hS4y1P7Q9,2022-04-07 21:23:37,小孩子不懂事，发着玩的,17,631592,516,2660,12543,3189,5033,83189,933478,超级小華,854568,1080,1920,Y
日常,"加油,正能量,疫情",BV1zY4y1W7NN,2022-04-08 12:38:18,众志成城，共同战“疫”，向所有一线人员致敬。,22,577620,362,1266,2133,9336,431,68665,419738808,疯狂小杨哥,3473750,1080,1920,Y
日常,"上海,记录,隔离,生活记录,物资,疫情",BV1ci4y1D7Yq,2022-04-06 15:07:29,坐标上海，隔离期间第二批物资到了，一打开我人傻了,15,570838,812,3556,1253,3348,3407,29646,324779913,愿你-年少有为,53,1080,1920,Y
日常,"自制,生活,搞笑,学习,记录,情侣,VLOG",BV17Y4y1H7ih,2022-04-07 17:01:00,女朋友竟让我给他买汤臣一品？ 我一个大脖领子给她揪起来！,45,551656,70,248,854,195,354,39014,313824859,地位极高硬气鑫,589525,1080,1920,Y
日常,"DIY,手工,打火机,唐门暗器",BV1H5411D7D1,2022-04-06 18:49:38,一个打火机就能制作出唐门暗器？做好之后真是让人哭笑不得,145,545994,785,53,5640,464,15,2645,602060796,阿基实验室,669,1920,1080,N
日常,"毕业,回家,工作,山西,考研,县城,必剪创作,春日好生活,城市生活图鉴分享",BV18L4y1574Q,2022-04-08 20:37:23,毕业回家乡山西啦！小县城的清晨，阳光温热，出门买个饼子吃。,231,543009,2952,4430,2358,12838,3977,31134,1068501708,王芳芳的快乐生活,228230,1920,1080,N
日常,"韩国,江南,首尔,街景,街拍,生活记录",BV1ai4y1S7o5,2022-04-07 09:37:39,首尔已经 彻底躺平 全面开放！,283,530640,961,1089,2118,115,855,5346,693736923,首尔朴郭昌,514,1920,1080,N
日常,"感人,正能量,人美心善,心脏骤停,救人瞬间",BV1pu411i7Zi,2022-04-05 17:00:00,男子伸个懒腰导致心脏骤停，上辈子积了多少德竟然倒在医学院里！,283,527250,377,915,1333,573,224,23252,1237570226,讲故事的大熊,113,1920,1080,N
日常,"搞笑研究所,搞笑研究所3.0",BV1jT4y1Y7VZ,2022-04-09 13:30:14,当甄嬛传遇上法语,50,507770,389,560,1468,2104,856,48745,1217628212,Thurman猫一杯,1459483,1920,1080,N
日常,"生活,妹子,女神,性感,宿舍,搞笑视频,大长腿,小姐姐,必剪创作,校园分享官,校园分享官第2期",BV1yP4y1K7ke,2022-04-08 20:00:00,舍友♂面对诱惑已经麻木了,78,507392,97,971,3453,1535,6182,18512,45919639,Sunny水水水,101158,1920,1080,N
日常,"老外,高能,微电影,基和皮尔,歪果仁,人类迷惑行为",BV1uZ4y1U7oN,2022-04-07 19:31:14,心脏不好的不建议这么玩,41,491357,52,284,2212,100,796,20100,1150557177,鸭鸭洒水水,18567,960,720,N
日常,"自制,生活,搞笑,日常,高能,幽默,VLOG,卡琳娜,VLOG日常,春日好生活",BV1Qu411i7q9,2022-04-07 13:34:28,没错！这就是我老婆！！！,156,488332,2007,1660,5964,5073,4831,65715,28278842,仲尼Johnny777,1179226,1080,1920,Y
日常,"可爱,高甜,生活记录,Vlog,打卡挑战,记录生活的美好幸福时刻,跟着UP主创作吧（第三期）",BV1tT4y1v7b7,2022-04-06 19:00:00,【妍子】出门Vlog | 春天 就应该和我出去约会！,212,483169,473,706,10026,4439,2046,17149,3233316,妍子kenko,55534,1920,1080,N
日常,"上海,卡车司机,隔离,生活记录",BV1m34y1s7z2,2022-04-06 22:38:46,4月5日，上海。卡车司机被困路边，饿得摘菜吃，居民送饭他们连碗都没有。,15,480699,98,799,2181,209,2701,42068,318021536,中国网直播,46634,480,1036,Y
日常,"朋友,青春,回忆,友情,怀念,生活记录",BV1eS4y117Bu,2022-04-05 23:29:24,我在今天思念你，怀念你。致我失去的挚友。,59,476064,1529,477,6024,5153,833,59893,385179893,美子干嘛了,253010,1920,1080,N
日常,"美国,奥巴马,白宫,美国总统,拜登,医改",BV1x44y1V7VJ,2022-04-06 15:31:18,奥巴马卸任后首次回白宫，开口就叫“拜登副总统”，引来哄堂大笑,67,458914,293,700,2094,171,1177,33166,189866857,国防时报TV,948650,1920,1080,N
日常,"南京,老太太,打麻将,封闭,麻将精神,疫情",BV1Lr4y1p7R2,2022-04-06 21:24:34,南京毛老太，为打麻将“百里投毒”毁掉一个城，结局令人拍手称快,412,456727,213,503,539,80,250,4705,473911784,美少女战士喵呜_,8393,1920,1080,N
日常,"吐槽,隔离,生活记录,疫情,疫情生活记录,必剪春季踏青计划",BV15A4y197a9,2022-04-09 20:42:02,拜托！对于死宅来说隔离超爽的好吗！宅了这么多年，终于派上用场了,474,434887,2964,2704,2790,7837,2451,23507,838792,十元鲤,169702,1920,1080,N
日常,"生活,日常,记录,非洲",BV1R3411H7Bj,2022-04-07 12:00:00,过斋月了买不到好吃的，带几个汉堡回家，刚好大胃王第一次吃汉堡，给她尝尝,504,432066,4233,1755,887,7920,252,29252,393116415,非洲飞哥,631155,1920,1080,N
日常,"应急救援,水电铁军,中国安能,救援航母",BV1jq4y1a77v,2022-04-06 12:16:49,救援航母入水场面震撼！中国安能成都救援基地开展动力舟桥训练，看应急救援国家队专业硬实力（谢官桓、刘州港）,32,421555,174,660,1412,335,211,18742,414459244,中国安能-水电铁军,2763,1920,1080,N
日常,"美国,联合国,总统",BV1ZT4y1Y7dq,2022-04-08 19:06:25,美国60：18胜出，俄罗斯反对无效，联合国总部或将搬迁？,516,419105,278,990,269,47,40,6564,1023422744,踏过千里雪,1688,1920,1080,N
日常,"太宰治,中原中也,文豪野犬,双黑,cos,我今天出COS了！,漫展日记四月篇",BV1FY4y1H7yC,2022-04-05 18:11:13,就是千万不要定五星级酒店给中也过生日..你会...,28,413940,75,229,15627,653,2462,82502,1459589,许多鱼_港黑小辣椒,16664,1080,1440,Y
日常,"校园,老师,生活记录,vlog,记录生活的美好幸福时刻,跟着UP主创作吧（第三期）",BV1y44y1P71S,2022-04-05 15:11:36,教师vlog｜我真的太喜欢当老师的我自己了,237,413855,341,546,1943,888,755,7907,18684712,BABYXINA,55741,1920,1080,N
日常,"喵星人,生活,宠物,萌宠,VLOG,文韬",BV1JY4y1e7Pc,2022-04-09 17:30:00,【文韬VLOG】 又是为汤汤露露搬砖的一天，看看是谁要挑战我！,227,413389,1420,640,1589,4245,272,15591,412504829,文韬Stefan,820129,1920,1080,N
日常,"贝爷,德爷,刘庸",BV1z3411H7SX,2022-04-07 16:00:00,四国特工对阵天启四骑士？抗体之王刘庸横跨两大阵营！网友：强,77,411987,6,9,2485,129,2,2009,1080164746,裤子嘚吧嘚,112474,1920,1080,N
日常,"爱情,生活,情感,婚姻,我在B站做UP主,每个人都能成为UP主",BV1PP4y1T7ND,2022-04-05 13:01:15,先办婚礼，后领证，我还是离婚了…,594,411544,3266,2709,2166,1472,1049,7463,40329249,是黄西瓜,1786,1920,1080,N
日常,"开箱,贵金属,提金,电子垃圾提炼黄金,提银,大厨炼金记,工业废料提金",BV1Sr4y1p7hP,2022-04-05 11:23:18,这样的电路板，真是出金王者！,63,410466,42,72,260,49,26,8923,1138721507,炼金大厨来了,216219,1920,1080,N
日常,"感动,宝宝,妈妈,孩子,疫情,新冠肺炎",BV1jY4y1H7KE,2022-04-06 22:21:48,2岁小朋友感染新冠转阴康复后回家，见到妈妈说的一句话网友破防,54,407828,138,624,1127,184,454,38570,441855340,金鹰视频,1330,1920,1080,N
日常,"中国,正能量,医疗",BV1j94y1d7vF,2022-04-08 21:38:20,解放军陆军军医大学援沪医疗队将全面接管上海国家会展中心方舱医院。,113,404753,276,658,1991,238,3007,31686,508243838,-四分三十三秒-,407,720,1280,Y
日常,"生活,纪实,真实事件,纪录片解说",BV1E34y1x7vG,2022-04-06 19:54:26,美女按摩腰腹，不料太舒爽睡着了，醒来往下一看裤子没了！,358,404037,322,656,243,24,646,2669,1760672075,暖暖人间爱,189,1920,1080,N
日常,"密室,情感,情侣,分享,二人世界,生活记录,记录生活的美好幸福时刻,跟着UP主创作吧（第三期）",BV1RP4y1K7Dt,2022-04-08 12:30:00,自己的男朋友靠不靠谱？去玩一次密室你就知道了！,379,400628,2481,1336,2298,9358,3228,44361,16206007,vivi可爱多,2163870,1920,1080,N
日常,"自制,西安,房地产,买房,烂尾楼,期房,买房那些事,我在B站做UP主,一起记录2022,易合坊",BV1y3411H7yL,2022-04-05 10:43:55,买期房风险有多大？开发商都破产了房子还在卖，购房者家破人亡都没交房！,2171,400255,2474,3378,3995,21678,2799,30926,165360675,环华十年,275621,3840,2160,N
日常,"民工,真实,打工,搞笑视频,农民工,工人,VLOG,电工,必剪创作,星动整活排名,一起来整活呀",BV16Z4y1U751,2022-04-07 20:39:48,电工拿着锤子追了师傅两公里,61,398465,65,111,445,398,73,17572,2025360294,B站伙计二杰,26575,1080,1920,Y
日常,"生活,搞笑,科普,涨姿势,农村,田螺,入侵物种,福寿螺,打卡挑战",BV1g94y1Z7EZ,2022-04-07 10:00:00,福寿螺入侵严重，如何处理？如何简单分辨福寿螺和田螺？,155,393830,707,1068,1832,3953,282,30457,24740162,鄙人汪谋,36117,1920,1080,N
日常,"战斗民族,自制,生活,记录,VLOG,VLOG日常,记录生活的美好幸福时刻,跟着UP主创作吧（第三期）",BV1bY4y1H7H8,2022-04-05 18:00:00,带哒莎回家团聚 丈母娘说哒莎是遇见王子的灰姑娘？,299,384725,1562,884,731,5407,90,22010,542507083,贝加尔阿楠,365759,1920,1080,N
日常,"拦截,食物,老板,新闻现场,免费,低素质,插队,浙江杭州,食品厂,我在B站做UP主",BV193411H7P3,2022-04-06 11:16:10,食品厂老板免费发放食物，女子插队多次伸手遭拦截，老板一句话太帅,31,383844,40,544,395,32,25,23141,1557809597,山西新视频,733,1920,1080,N
日常,"万恶之源,妹子,高能,奇葩,名场面,我在B站做UP主",BV1x5411D7Lt,2022-04-05 16:24:48,盘点那些与死神硬刚的几位牛人，挑逗毒蛇被咬，小姐姐被强行劈叉,626,383423,947,148,465,139,249,2287,436254842,五花肉爆笑社,1737,1920,1080,N
日常,"可爱,美妆,生活记录,日抛,口罩一戴谁都不爱",BV1aa411i7Na,2022-04-07 18:04:55,化了个妆 戴口罩女神 脱口罩萌妹？,163,379489,251,593,3974,1172,1521,12444,341625004,叫我小8就好,25132,1920,1080,N
日常,"生活,记录,春日好生活",BV13Y4y1i7og,2022-04-06 18:05:00,都说“吃亏是福”，我今天沉浸式进村享福了！,137,375320,286,287,591,351,92,36994,662658732,玲子reiko-,1072048,1080,1920,Y
日常,小视频,BV1sY41177FR,2022-04-07 14:07:59,大家来分析一下这波坦克战双方的表现如何[doge],104,372638,762,5228,3390,366,4248,12925,324879,CRAZY262,1046428,1280,720,N
日常,"自制,校园,大学,考试,学习,梦想,考研,打卡挑战,必剪创作",BV1bu411e7Wy,2022-04-06 23:30:44,本校背着我偷偷努力,239,372291,219,1075,459,286,611,5252,383615699,陈yuanh_向上而生,1270,1920,1080,N
日常,"自制,生活,记录,小视频,芜湖大司马,大司马",BV1Ea411i7PH,2022-04-07 15:03:53,女生要的是安全感 而男人要的更多是理解包容和支持！,64,375491,263,563,4260,2086,1049,36472,244144308,大司马工作室,1580385,1080,1920,Y
日常,"文具,开箱,我在B站做UP主",BV1mP4y1K7BX,2022-04-07 17:00:00,开箱5款奇葩文具，你都见过几种？,158,371315,1239,99,3056,814,5,1725,403955212,秋刀鱼的快乐生活,9889,1920,1080,N
日常,"朋友,生命,偶像,友情,打卡挑战,必剪创作,今日清明，你想起了谁",BV1gT4y1Y7ip,2022-04-05 14:13:50,今天，向所有伟大的死亡致敬,119,369779,2834,1876,5698,3924,442,51001,1393278377,情绪稳定练习,3646,2160,3840,Y
日常,"自制,生活,搞笑,高能,减肥,记录,VLOG,VLOG日常,记录生活的美好幸福时刻,跟着UP主创作吧（第三期）,牛肉减肥法",BV11u411i7XA,2022-04-05 12:00:00,五天只吃牛肉！竟然能暴瘦10斤？,457,366089,2333,1077,2182,10266,972,42175,430926487,达达达布溜-,1498955,1920,1080,N
日常,"女神,夏天,古风,小姐姐,生活记录,春日好生活",BV1Si4y1S7Uk,2022-04-06 20:11:47,“是什么吹进了我的心里”,107,362219,954,990,6288,6783,2445,23189,27959806,洛丽塔大哥lolita,750203,3840,2160,N
日常,校园,BV1nL4y1j7Gx,2022-04-06 18:32:04,【封校憋不住了】凌晨去教室学习却听到不可描述的声音,166,344670,600,1179,1863,145,2720,16891,476061350,小璐-乱撞_,177,1080,1920,Y
日常,"上海,中国,解放军,正能量",BV1kS4y117yK,2022-04-08 11:07:16,专门整理了一下解放军援沪医疗队驰援上海的画面，亲人解放军来啦！,132,339547,263,655,3269,588,1897,31259,508243838,-四分三十三秒-,407,540,960,Y
日常,野球帝,BV1jr4y1p71o,2022-04-07 17:43:53,单纯点其实也不好！,61,338978,74,172,577,261,43,27704,1130114889,杨策YC1,70692,1080,1920,Y
日常,"爱情,生活,背叛,情感,原生家庭,春日好生活",BV1z94y1Z7nT,2022-04-08 21:00:00,“出于好奇我翻了对象的手机，相册里的内容让我感到恶心”,834,337378,1275,979,1688,885,1439,8517,496688267,北京青年x凉子访谈录,1383098,1920,1080,N
日常,"情侣,炉石传说,逗鱼时刻,备孕,衣锦夜行,桌游棋牌",BV1y34y1x7kE,2022-04-08 23:45:05,牛捉羊：斥巨资备孕体检,712,336612,2208,841,2241,9346,4484,17044,293816410,高冷女神牛捉羊,88975,1920,1080,N
日常,"生活,搞笑,校园,高能,公益,学习,记录,乡村小学,疫情生活记录,很努力的班主任,必剪春季踏青计划",BV1cY411E7MD,2022-04-07 12:00:00,关于我弄了两万多块钱给学生这件事……,423,333739,866,646,3575,25168,434,27585,22259744,很努力的班主任,314034,1920,1080,N
日常,"南昌,消防车,打卡挑战",BV1FP4y1T7ht,2022-04-06 10:55:37,4月5日，江西南昌。豪车也不能惯着！一辆私家车路边违停堵住消防通道，紧急情况下被消防车直接撞开。,14,333597,246,722,774,67,164,35589,318021536,中国网直播,46634,720,1280,Y
日常,"志愿者,VLOG,Super也好君,上海疫情",BV1eY4y1i7j2,2022-04-09 12:00:00,“我滴任务完成辣！”,666,329261,1284,1721,1850,9983,195,32768,1372433,Super也好君,1792541,1920,1080,N
日常,"自制,生活,搞笑,日常,逗比,奇葩,情感,VLOG,在下哲别,记录生活的美好幸福时刻,跟着UP主创作吧（第三期）",BV1aL4y157WX,2022-04-08 17:56:29,这大爷和我说他78岁，我感觉他在骗我,620,329204,3842,791,2363,7942,347,35117,416128940,在下哲别,2594204,1920,1080,N
日常,"生活,记录,非洲,小猴子,盖房,生活记录",BV1144y1V7Xq,2022-04-09 12:00:00,今晚我又喝酒了，给小猴子盖房有修改，现在各方面我都很满意了,320,323142,2632,2027,669,5572,159,23204,393116415,非洲飞哥,631154,1920,1080,N
日常,"爱情,异地恋,情感,情侣,网恋,生活记录",BV1wi4y1D7L4,2022-04-06 12:39:58,网恋奔现,292,319415,343,3253,2195,2005,1926,11363,255851717,我佛不渡馅饼,1098,1920,1080,N
日常,"大白,虚惊",BV1JY4y1i79m,2022-04-05 23:08:45,看见大白的一瞬间心都凉了,14,315801,9,74,618,6,40,35394,2062899106,芳华20,614,1080,1920,Y
日常,"万恶之源,美女,搞笑配音,非自然死亡,人类迷惑行为",BV185411D7W3,2022-04-05 12:49:04,“她还是这么单纯，竟然问我为什么要天天来！”,166,315082,149,85,787,1670,23,10928,669417258,音19777,1519,1920,1080,N
日常,"中国,生活,边境,云南,缅甸,北缅",BV1iS4y117rG,2022-04-05 12:52:53,中缅边境,7,313626,68,589,1405,30,93,34519,22946628,非凡啵啵嘴,231,576,1280,Y
日常,"生活,川普,川建国,嘉心糖,国王排名,校园整活大王",BV1K94y1d7UF,2022-04-09 13:13:20,请美国前总统川普给嘉然小姐庆生要花多少钱？,84,308123,320,3147,4392,4881,11080,22726,7075821,灰狼前辈,201,1920,1080,N
日常,"战地,战争,科普,美军,记录,服装,雇佣兵,开箱,搭配,我在B站做UP主",BV1AY4y1i7i3,2022-04-06 09:19:15,雇佣兵为何总是一身卡其色？门道居然怎么多！,78,308091,62,254,2875,120,39,16737,1209782136,铁血胖兵,92957,1080,1920,Y
绘画,"艺术,绘画,水彩,画画,谢尔比,浴血黑帮",BV1PS4y1D7Hc,2022-03-11 09:20:04,再来上一根，谢尔比水彩,12,7692634,695,1286,82115,9966,8590,633136,276462058,画画的喜爷,76682,1080,1920,Y
绘画,"孙悟空,艺术",BV11Y411E77T,2022-03-24 11:51:03,此件作品，材质用的普通酒瓶子，内壁处理成磨砂面，磨砂面相当于外画的纸张，任由发挥作画。作品孙悟空《齐天大圣》视频为剪辑快放。用时300多个小时完成！,84,5451333,7783,5875,66972,85723,11715,537618,1681547437,翰德内画艺术,43864,1080,1920,Y
绘画,"动画的创意玩法,可爱,绘画,板绘",BV1pU4y1o7Yb,2022-03-13 13:10:22,相信你可以变成更好的自己 即使慢一点也没有关系,20,4315283,1209,2489,73942,29273,11955,387591,617394761,米雷-RayDog,767604,1080,1920,Y
绘画,"手绘,绘画教程,绘画,画画,绘画过程,颜料,有手就行,怎么让画画变得有趣,跟着UP主创作吧（第三期）,正极画室,正极线上画室",BV1934y1s7rp,2022-04-03 12:20:24,老师给你示范一下,280,3975918,4375,1631,59889,16932,9889,295471,502673952,黄正极,254527,1080,1920,Y
